order_date,customer_id,region,category,sales
26-09-2015,HG-14965,Central,Office Supplies,0.876
31-10-2016,SG-20080,West,Office Supplies,19.98
31-10-2016,SG-20080,West,Office Supplies,398.352
31-10-2016,SG-20080,West,Office Supplies,5.04
31-10-2016,SG-20080,West,Office Supplies,17.45
31-10-2016,SG-20080,West,Furniture,323.136
31-10-2016,SG-20080,West,Office Supplies,29.7
31-10-2016,SG-20080,West,Technology,1295.84
31-10-2016,SG-20080,West,Office Supplies,46.84
31-10-2016,SG-20080,West,Furniture,425.833
12-10-2016,RK-19300,East,Furniture,209.67
19-09-2017,SW-20245,West,Office Supplies,159.88
13-04-2018,RW-19630,West,Office Supplies,5.28
13-04-2018,RW-19630,West,Office Supplies,895.92
07-01-2018,TS-21085,South,Office Supplies,2.808
09-11-2018,JB-15400,West,Furniture,215.976
22-09-2018,EH-14005,Central,Furniture,241.96
22-09-2018,EH-14005,Central,Office Supplies,27.72
01-12-2018,EH-14005,East,Office Supplies,104.68
01-12-2018,EH-14005,East,Technology,62.958
23-06-2015,BS-11665,East,Technology,86.376
04-10-2016,JK-16120,East,Furniture,64.944
04-10-2016,JK-16120,East,Office Supplies,20.736
20-05-2015,RF-19345,East,Office Supplies,33.28
20-05-2015,RF-19345,East,Office Supplies,38.52
20-05-2015,RF-19345,East,Furniture,139.86
20-11-2016,DL-12865,East,Office Supplies,19.65
30-11-2016,WB-21850,East,Office Supplies,152.991
30-11-2016,WB-21850,East,Office Supplies,10.584
30-11-2016,WB-21850,East,Technology,94.92
31-12-2016,TB-21625,Central,Furniture,14.76
31-12-2016,TB-21625,Central,Office Supplies,3.656
16-11-2018,CB-12415,East,Office Supplies,146.82
06-06-2015,GT-14635,East,Office Supplies,149.544
06-06-2015,GT-14635,East,Office Supplies,17.14
06-06-2015,GT-14635,East,Furniture,991.764
01-09-2017,DK-13225,East,Office Supplies,30.48
01-09-2017,DK-13225,East,Technology,23.988
01-09-2017,DK-13225,East,Office Supplies,16.688
25-06-2017,TS-21160,East,Furniture,422.058
25-06-2017,TS-21160,East,Office Supplies,38.088
25-06-2017,TS-21160,East,Office Supplies,254.352
12-12-2015,WB-21850,West,Furniture,43.31
31-03-2018,DO-13435,East,Technology,84.95
19-11-2018,AF-10870,Central,Furniture,233.058
24-11-2015,RB-19435,Central,Technology,111.79
22-11-2016,AR-10540,East,Office Supplies,14.94
14-07-2017,DR-12880,East,Office Supplies,14.16
30-04-2017,BF-11170,Central,Furniture,22.608
25-07-2017,LB-16735,West,Office Supplies,21.48
22-06-2015,DV-13465,Central,Office Supplies,501.81
22-06-2015,DV-13465,Central,Office Supplies,161.94
21-10-2018,NK-18490,South,Office Supplies,17.856
03-09-2017,CS-11950,Central,Office Supplies,8.808
14-05-2017,LH-17155,East,Furniture,79.384
07-01-2017,DW-13480,West,Office Supplies,34.58
13-03-2018,KF-16285,West,Office Supplies,314.55
13-10-2017,HA-14920,Central,Technology,191.976
13-10-2017,HA-14920,Central,Office Supplies,8.288
13-10-2017,HA-14920,Central,Furniture,139.92
13-10-2017,HA-14920,Central,Office Supplies,15.872
13-10-2017,HA-14920,Central,Office Supplies,6.286
27-01-2018,JH-15820,East,Office Supplies,14.016
27-01-2018,JH-15820,East,Technology,71.976
27-01-2018,JH-15820,East,Technology,107.982
19-11-2018,LC-16930,Central,Furniture,305.312
01-08-2015,IL-15100,West,Office Supplies,19.752
30-07-2017,LS-16975,Central,Office Supplies,9.264
30-07-2016,CC-12610,Central,Office Supplies,61.792
15-10-2017,PB-18805,West,Office Supplies,45.68
15-10-2017,PB-18805,West,Office Supplies,60.12
15-10-2017,PB-18805,West,Office Supplies,41.72
15-10-2017,PB-18805,West,Office Supplies,71.6
07-05-2017,CJ-12010,East,Office Supplies,85.232
07-05-2017,CJ-12010,East,Office Supplies,44.4
07-05-2017,CJ-12010,East,Furniture,442.764
07-05-2017,CJ-12010,East,Technology,3999.95
07-05-2017,CJ-12010,East,Technology,199.95
07-05-2017,CJ-12010,East,Furniture,63.68
01-08-2018,HK-14890,West,Office Supplies,54.896
14-07-2017,RH-19600,South,Technology,29
10-08-2018,IL-15100,Central,Office Supplies,70.08
10-08-2018,IL-15100,Central,Furniture,121.3
10-08-2018,IL-15100,Central,Technology,1454.49
25-06-2017,AS-10240,West,Office Supplies,60.81
10-12-2017,AP-10915,West,Office Supplies,153.552
10-12-2017,AP-10915,West,Office Supplies,65.34
10-12-2017,AP-10915,West,Office Supplies,123.92
10-12-2017,AP-10915,West,Office Supplies,35.1
10-12-2017,AP-10915,West,Technology,44.75
01-12-2017,AG-10390,South,Office Supplies,4.704
28-11-2015,BF-11080,South,Office Supplies,14.67
28-03-2016,CK-12205,East,Office Supplies,15.552
28-03-2016,CK-12205,East,Office Supplies,5.232
01-06-2015,LT-17110,South,Furniture,22.2
01-06-2015,LT-17110,South,Technology,881.93
06-09-2016,BT-11305,West,Office Supplies,6.096
06-09-2016,BT-11305,West,Furniture,191.82
29-06-2016,SC-20725,East,Furniture,20.104
10-09-2017,CG-12040,South,Office Supplies,67.56
14-07-2015,AW-10930,Central,Office Supplies,29.932
14-07-2015,AW-10930,Central,Technology,38.272
22-08-2016,RB-19705,East,Office Supplies,16.52
14-11-2015,ML-17410,East,Technology,832.93
14-11-2015,ML-17410,East,Office Supplies,43.8
27-11-2017,VB-21745,Central,Office Supplies,167.292
21-11-2018,SW-20275,East,Furniture,27.42
01-10-2018,NS-18505,West,Office Supplies,1.44
01-10-2018,NS-18505,West,Office Supplies,61.776
01-10-2018,NS-18505,West,Office Supplies,241.96
01-10-2018,NS-18505,West,Furniture,108.608
20-09-2015,DB-13555,South,Office Supplies,2.816
28-07-2018,MH-17620,West,Office Supplies,9.984
28-07-2018,MH-17620,West,Office Supplies,14.98
28-07-2018,MH-17620,West,Technology,1145.6
06-12-2016,DK-13375,East,Technology,485.94
06-12-2016,DK-13375,East,Office Supplies,37.376
06-12-2016,DK-13375,East,Furniture,70.686
31-07-2018,EA-14035,East,Office Supplies,54.816
19-03-2017,BT-11440,West,Furniture,72.294
29-07-2018,LA-16780,Central,Office Supplies,2.896
29-07-2018,LA-16780,Central,Technology,124.792
01-10-2017,GM-14680,East,Furniture,330.588
31-03-2015,AA-10315,West,Office Supplies,673.568
31-03-2015,AA-10315,West,Office Supplies,52.98
26-06-2018,DB-13405,Central,Furniture,526.45
09-07-2018,JH-15820,Central,Office Supplies,228.92
14-12-2016,DJ-13630,West,Technology,319.968
05-12-2018,QJ-19255,East,Technology,205.03
15-09-2016,CT-11995,Central,Office Supplies,190.86
15-09-2016,CT-11995,Central,Office Supplies,24.32
15-07-2017,RH-19510,West,Office Supplies,44.4
20-04-2018,SJ-20125,Central,Furniture,44.4
15-11-2017,TG-21310,West,Office Supplies,1016.792
15-11-2017,TG-21310,West,Office Supplies,38.136
26-11-2017,CT-11995,East,Technology,494.982
21-11-2018,BF-11005,West,Office Supplies,56.56
21-11-2018,BF-11005,West,Office Supplies,5.56
21-11-2018,BF-11005,West,Office Supplies,9.02
21-11-2018,BF-11005,West,Office Supplies,8.62
21-11-2018,BF-11005,West,Technology,659.976
15-02-2016,JM-16195,West,Office Supplies,13.36
15-02-2016,JM-16195,West,Office Supplies,41.72
15-02-2016,JM-16195,West,Office Supplies,11.52
15-02-2016,JM-16195,West,Office Supplies,541.44
15-02-2016,JM-16195,West,Office Supplies,19.44
15-04-2017,JK-16120,West,Office Supplies,143.7
28-09-2016,HG-14965,West,Office Supplies,43.26
28-09-2016,HG-14965,West,Office Supplies,43.56
17-09-2017,LA-16780,East,Technology,437.85
17-09-2017,LA-16780,East,Furniture,109.48
16-06-2018,TS-21610,West,Furniture,1212.96
16-06-2018,TS-21610,West,Office Supplies,18.54
08-11-2016,MZ-17335,West,Office Supplies,5
08-11-2016,MZ-17335,West,Technology,371.97
18-12-2016,MW-18220,East,Technology,166.24
06-02-2018,MV-17485,South,Furniture,359.97
14-11-2017,AA-10375,South,Technology,499.98
14-11-2017,AA-10375,South,Office Supplies,5.28
14-11-2017,AA-10375,South,Office Supplies,8.26
12-10-2018,SM-20320,South,Office Supplies,7.968
17-09-2018,TP-21415,West,Office Supplies,12.96
20-12-2018,DK-13225,East,Office Supplies,6.48
20-12-2018,DK-13225,East,Office Supplies,6.984
02-12-2018,MK-17905,South,Office Supplies,47.96
21-09-2016,CS-12130,West,Office Supplies,199.74
06-03-2016,JL-15850,West,Furniture,435.26
06-03-2016,JL-15850,West,Technology,1119.984
03-10-2015,AR-10405,West,Furniture,143.432
03-10-2015,AR-10405,West,Furniture,122.352
27-06-2015,LM-17065,South,Office Supplies,306.2
27-06-2015,LM-17065,South,Furniture,85.98
27-06-2015,LM-17065,South,Technology,223.96
30-10-2018,JK-15625,West,Furniture,97.568
30-10-2018,JK-15625,West,Furniture,614.272
30-10-2018,JK-15625,West,Furniture,199.98
03-09-2017,FM-14215,East,Office Supplies,48.16
05-03-2016,SF-20200,Central,Technology,23.92
05-03-2016,SF-20200,Central,Office Supplies,60.69
05-05-2017,PJ-18835,South,Office Supplies,14.352
17-11-2018,CS-12355,South,Office Supplies,35.04
01-06-2018,BB-10990,East,Office Supplies,17.48
10-06-2018,BW-11200,West,Office Supplies,16.4
08-01-2018,RS-19420,West,Furniture,892.98
20-04-2016,TS-21160,South,Technology,287.97
20-04-2016,TS-21160,South,Furniture,595.38
20-04-2016,TS-21160,South,Office Supplies,12.96
01-11-2016,QJ-19255,East,Technology,4.95
23-12-2018,FM-14215,East,Furniture,181.95
01-11-2016,VD-21670,East,Office Supplies,13.52
01-11-2016,VD-21670,East,Furniture,259.7
01-11-2016,VD-21670,East,Technology,42.95
01-11-2016,VD-21670,East,Technology,1399.93
01-11-2016,VD-21670,East,Technology,503.96
14-11-2015,JL-15505,Central,Office Supplies,12.72
14-11-2015,JL-15505,Central,Office Supplies,11.52
17-01-2017,DL-13495,South,Technology,316
17-09-2018,MO-17800,South,Furniture,723.92
17-09-2018,MO-17800,South,Office Supplies,106.32
23-12-2017,BP-11185,Central,Furniture,141.372
06-08-2016,MS-17980,Central,Office Supplies,27.216
05-11-2018,SV-20935,East,Technology,390.75
11-06-2018,BC-11125,West,Furniture,280.792
11-06-2018,BC-11125,West,Office Supplies,68.448
11-06-2018,BC-11125,West,Office Supplies,88.04
11-06-2018,BC-11125,West,Office Supplies,15.872
11-06-2018,BC-11125,West,Office Supplies,215.592
20-07-2018,EM-13825,Central,Office Supplies,14.62
20-07-2018,EM-13825,Central,Office Supplies,416.32
20-07-2018,EM-13825,Central,Office Supplies,43
20-07-2018,EM-13825,Central,Furniture,182.94
20-07-2018,EM-13825,Central,Office Supplies,60.83
20-07-2018,EM-13825,Central,Technology,389.97
23-12-2016,BD-11500,South,Office Supplies,194.32
20-03-2018,HW-14935,West,Technology,265.93
31-12-2016,KC-16255,South,Office Supplies,94.74
31-12-2016,KC-16255,South,Office Supplies,60.64
31-12-2016,KC-16255,South,Office Supplies,76.3
31-12-2016,KC-16255,South,Office Supplies,364.8
15-09-2016,BM-11575,East,Office Supplies,79.872
15-09-2016,BM-11575,East,Furniture,46.384
15-09-2016,BM-11575,East,Office Supplies,12.96
23-09-2018,KN-16705,West,Office Supplies,14.352
25-12-2016,JD-16150,East,Furniture,547.136
24-09-2017,LA-16780,West,Office Supplies,41.96
24-09-2017,LA-16780,West,Office Supplies,41.7
21-03-2018,RW-19690,Central,Office Supplies,277.4
21-03-2018,RW-19690,Central,Office Supplies,5.78
30-09-2015,KW-16570,South,Office Supplies,69.216
10-12-2018,CC-12220,East,Office Supplies,10.86
10-12-2018,CC-12220,East,Office Supplies,426.79
23-08-2015,RH-19495,East,Office Supplies,25.92
23-08-2015,RH-19495,East,Office Supplies,45.92
19-08-2015,JK-15625,East,Office Supplies,10.72
10-11-2017,DC-13285,South,Office Supplies,41.86
31-12-2015,GM-14455,East,Furniture,63.2
31-12-2015,GM-14455,East,Technology,113.97
26-07-2015,CL-11890,Central,Office Supplies,123.552
22-02-2017,PV-18985,Central,Office Supplies,490.32
13-03-2017,LT-17110,Central,Office Supplies,70.08
13-03-2017,LT-17110,Central,Office Supplies,1.272
13-03-2017,LT-17110,Central,Furniture,557.585
02-12-2018,AM-10360,West,Office Supplies,9.024
02-12-2018,AM-10360,West,Office Supplies,69.456
02-12-2018,AM-10360,West,Office Supplies,10.86
02-12-2018,AM-10360,West,Office Supplies,79.47
02-12-2018,AM-10360,West,Office Supplies,10.08
31-08-2016,SC-20260,West,Furniture,1552.831
31-08-2016,SC-20260,West,Office Supplies,137.24
31-08-2016,SC-20260,West,Technology,36.51
31-08-2016,SC-20260,West,Technology,239.976
17-03-2015,CP-12340,East,Furniture,1579.746
17-03-2015,CP-12340,East,Furniture,1071.576
17-03-2015,CP-12340,East,Furniture,613.908
17-03-2015,CP-12340,East,Office Supplies,34.86
17-03-2015,CP-12340,East,Office Supplies,155.04
16-04-2018,RF-19840,East,Office Supplies,13.71
13-03-2017,AB-10060,South,Furniture,127.88
13-03-2017,AB-10060,South,Office Supplies,160.32
13-03-2017,AB-10060,South,Office Supplies,46
24-11-2015,EH-13990,West,Furniture,120.712
10-02-2018,MN-17935,East,Office Supplies,23.12
23-09-2017,KL-16555,East,Furniture,532.704
23-09-2017,KL-16555,East,Office Supplies,4.912
07-07-2018,MP-17965,East,Technology,252
07-07-2017,BF-11020,Central,Furniture,60.288
07-07-2017,BF-11020,Central,Office Supplies,2.632
07-07-2017,BF-11020,Central,Office Supplies,23.688
07-07-2017,BF-11020,Central,Furniture,253.372
24-01-2018,TP-21130,South,Office Supplies,5.67
19-08-2015,MS-17770,East,Office Supplies,76.776
19-08-2015,MS-17770,East,Office Supplies,9.184
06-12-2016,KM-16375,West,Office Supplies,32.75
06-05-2017,BE-11455,East,Office Supplies,7.216
06-05-2017,BE-11455,East,Office Supplies,49.568
06-05-2017,BE-11455,East,Furniture,54.712
25-03-2018,CV-12295,West,Office Supplies,176.04
25-03-2018,CV-12295,West,Office Supplies,16.02
25-03-2018,CV-12295,West,Office Supplies,185.92
25-03-2018,CV-12295,West,Technology,211.168
25-03-2018,CV-12295,West,Technology,479.984
12-12-2016,DK-13375,West,Office Supplies,7.86
12-12-2016,DK-13375,West,Office Supplies,24.448
06-12-2016,SG-20605,East,Office Supplies,6.48
06-12-2016,SG-20605,East,Office Supplies,41.86
06-12-2016,SG-20605,East,Technology,1619.91
06-12-2016,SG-20605,East,Furniture,113.92
17-03-2017,CS-12355,East,Office Supplies,39.68
14-11-2016,PJ-18835,East,Technology,37.6
14-11-2016,PJ-18835,East,Technology,59.9
14-11-2016,PJ-18835,East,Office Supplies,37
14-08-2018,NP-18700,West,Office Supplies,5.76
14-08-2018,NP-18700,West,Office Supplies,16.68
09-09-2018,SB-20290,South,Office Supplies,628.81
09-09-2018,SB-20290,South,Office Supplies,56.45
01-04-2018,AS-10090,Central,Office Supplies,94.2
01-04-2018,AS-10090,Central,Office Supplies,28.4
27-09-2017,HM-14860,Central,Furniture,956.6648
07-10-2018,MG-18145,West,Technology,1115.91
07-10-2018,MG-18145,West,Technology,128.744
07-10-2018,MG-18145,West,Technology,79.92
20-01-2018,TM-21010,West,Office Supplies,24.2
20-01-2018,TM-21010,West,Technology,359.976
23-03-2018,BE-11335,West,Furniture,211.84
01-08-2015,AS-10630,East,Office Supplies,5.68
07-06-2016,EM-13810,West,Office Supplies,7.52
12-11-2015,JA-15970,West,Office Supplies,11.96
12-11-2015,JA-15970,West,Furniture,629.064
29-12-2017,TB-21595,Central,Furniture,754.45
06-07-2016,PP-18955,East,Furniture,301.96
12-10-2018,ML-18040,West,Technology,595
12-10-2018,ML-18040,West,Office Supplies,79.872
21-05-2017,LC-16930,West,Technology,2396.4
09-11-2018,MC-17590,West,Office Supplies,63.56
09-11-2018,MC-17590,West,Technology,99.99
18-04-2017,CR-12580,Central,Office Supplies,230.376
18-04-2017,CR-12580,Central,Office Supplies,9.664
25-12-2018,SV-20935,East,Technology,158.928
25-12-2018,SV-20935,East,Office Supplies,13.023
25-12-2018,SV-20935,East,Furniture,273.06
25-12-2018,SV-20935,East,Office Supplies,39.312
11-06-2017,MZ-17515,Central,Office Supplies,1.344
11-06-2017,MZ-17515,Central,Office Supplies,8.272
11-06-2017,MZ-17515,Central,Furniture,12.544
13-05-2018,RB-19795,West,Office Supplies,58.48
28-12-2018,HM-14860,West,Furniture,7.4
25-03-2015,AZ-10750,East,Furniture,366.786
28-05-2018,JH-15910,Central,Technology,54.368
14-11-2016,PJ-18835,South,Office Supplies,33.96
14-11-2016,PJ-18835,South,Office Supplies,826.11
03-07-2018,CA-12265,West,Furniture,545.85
18-11-2015,PW-19240,West,Furniture,145.98
18-11-2015,PW-19240,West,Office Supplies,35.808
17-07-2018,SW-20455,South,Furniture,7.904
22-05-2017,AF-10870,East,Technology,345
22-05-2017,AF-10870,East,Furniture,174.286
22-05-2017,AF-10870,East,Office Supplies,662.84
22-05-2017,AF-10870,East,Technology,95.1
22-05-2017,AF-10870,East,Office Supplies,26.88
22-05-2017,AF-10870,East,Technology,257.98
25-09-2016,AM-10705,West,Office Supplies,17.48
31-10-2017,BD-11320,East,Furniture,492.835
14-09-2016,CM-12385,South,Office Supplies,269.49
05-11-2017,CS-12400,West,Office Supplies,29.12
17-03-2018,DB-13405,East,Office Supplies,18.75
17-03-2018,DB-13405,East,Technology,119.7
17-03-2018,DB-13405,East,Office Supplies,9.144
17-03-2018,DB-13405,East,Technology,57.06
17-03-2018,DB-13405,East,Technology,71.6
17-03-2018,DB-13405,East,Office Supplies,107.44
17-03-2018,DB-13405,East,Office Supplies,7.31
17-03-2018,DB-13405,East,Office Supplies,59.1
17-03-2018,DB-13405,East,Office Supplies,46.53
15-08-2018,JG-15160,East,Office Supplies,97.84
11-07-2016,SC-20380,West,Office Supplies,29.97
11-07-2016,SC-20380,West,Office Supplies,98.352
03-12-2018,CS-12460,East,Office Supplies,83.92
03-12-2018,CS-12460,East,Office Supplies,14.624
03-12-2018,CS-12460,East,Technology,136.99
03-12-2018,CS-12460,East,Office Supplies,3.15
04-05-2018,MK-18160,South,Office Supplies,9.11
04-05-2018,MK-18160,South,Office Supplies,571.44
04-05-2018,MK-18160,South,Office Supplies,32.4
04-05-2018,MK-18160,South,Office Supplies,16.91
22-01-2017,CM-11935,South,Furniture,14.272
22-01-2017,CM-11935,South,Furniture,451.136
22-01-2017,CM-11935,South,Office Supplies,64.864
03-11-2017,PF-19225,West,Furniture,217.584
03-11-2017,PF-19225,West,Technology,82.95
03-11-2017,PF-19225,West,Office Supplies,87.71
03-11-2017,PF-19225,West,Office Supplies,1101.48
04-09-2018,GM-14695,West,Furniture,1322.352
13-09-2015,DC-12850,East,Office Supplies,5.46
19-06-2018,FO-14305,Central,Office Supplies,11.184
19-06-2018,FO-14305,Central,Office Supplies,153.584
24-12-2018,AH-10210,West,Office Supplies,1003.62
28-08-2018,KN-16705,West,Technology,35.168
28-08-2018,KN-16705,West,Furniture,1137.75
28-08-2018,KN-16705,West,Office Supplies,99.68
28-08-2018,KN-16705,West,Office Supplies,5.56
02-01-2016,CB-12535,East,Office Supplies,85.52
02-01-2016,CB-12535,East,Office Supplies,9.84
02-01-2016,CB-12535,East,Office Supplies,20.04
09-10-2016,TB-21250,East,Technology,631.96
09-10-2016,TB-21250,East,Office Supplies,23.92
13-12-2015,KD-16345,West,Office Supplies,90.24
19-11-2015,JM-15865,East,Technology,4548.81
10-09-2017,KT-16480,Central,Furniture,300.93
10-09-2017,KT-16480,Central,Technology,719.96
16-06-2015,SC-20575,Central,Furniture,647.84
26-09-2016,BS-11800,West,Office Supplies,64.17
26-09-2016,BS-11800,West,Office Supplies,124.46
19-05-2017,BT-11395,West,Office Supplies,9.584
22-06-2018,DC-12850,South,Office Supplies,37.608
17-06-2018,LS-17200,Central,Office Supplies,12.224
17-06-2018,LS-17200,Central,Office Supplies,2.304
17-06-2018,LS-17200,Central,Office Supplies,9.36
14-11-2017,RR-19315,West,Office Supplies,7.38
25-07-2015,KL-16645,West,Office Supplies,53.72
25-07-2015,KL-16645,West,Office Supplies,8187.65
25-07-2015,KL-16645,West,Furniture,77.92
02-07-2016,RB-19435,Central,Office Supplies,32.784
02-03-2018,MY-17380,West,Technology,196.776
02-03-2018,MY-17380,West,Technology,479.94
18-11-2017,AW-10930,Central,Office Supplies,1117.92
18-04-2016,KW-16570,South,Technology,106.5
02-12-2018,DB-12910,South,Office Supplies,45.66
11-11-2017,BB-11545,Central,Technology,95.968
11-11-2017,BB-11545,Central,Furniture,47.992
05-09-2015,NP-18700,East,Office Supplies,264.32
15-11-2015,PB-19105,Central,Office Supplies,604.656
02-05-2018,DW-13585,East,Furniture,129.93
15-10-2017,CD-12790,Central,Office Supplies,20.16
15-10-2017,CD-12790,Central,Office Supplies,29.46
15-10-2017,CD-12790,Central,Office Supplies,868.59
15-10-2017,CD-12790,Central,Office Supplies,12.96
15-10-2017,CD-12790,Central,Technology,5.5
15-10-2017,CD-12790,Central,Office Supplies,121.6
06-04-2016,TT-21220,Central,Office Supplies,42.048
06-04-2016,TT-21220,Central,Technology,25.488
06-04-2016,TT-21220,Central,Office Supplies,6.9
06-04-2016,TT-21220,Central,Office Supplies,9.648
06-04-2016,TT-21220,Central,Office Supplies,7.968
24-10-2015,DB-12910,South,Office Supplies,10.368
17-08-2015,DJ-13510,South,Office Supplies,114.2
17-08-2015,DJ-13510,South,Office Supplies,17.96
17-08-2015,DJ-13510,South,Office Supplies,12.67
17-08-2015,DJ-13510,South,Technology,339.96
15-08-2018,DL-13495,East,Office Supplies,1801.632
06-09-2016,LO-17170,West,Technology,46.32
27-01-2016,SV-20365,East,Furniture,181.986
27-01-2016,SV-20365,East,Technology,431.976
27-01-2016,SV-20365,East,Technology,155.37
16-07-2016,EM-13810,West,Furniture,1348.704
16-07-2016,EM-13810,West,Furniture,700.152
30-04-2017,KD-16615,West,Furniture,111.888
26-09-2015,NB-18580,East,Office Supplies,143.952
08-09-2017,AP-10720,East,Furniture,173.94
08-09-2017,AP-10720,East,Office Supplies,14.76
16-04-2018,JE-15745,West,Office Supplies,205.92
16-04-2018,JE-15745,West,Furniture,102.833
16-08-2016,JM-15865,West,Office Supplies,2.304
16-08-2016,JM-15865,West,Technology,1879.96
16-08-2016,JM-15865,West,Office Supplies,313.024
16-08-2016,JM-15865,West,Office Supplies,5.04
19-11-2018,AB-10105,South,Furniture,821.88
19-11-2018,AB-10105,South,Office Supplies,21.96
14-09-2017,PN-18775,South,Office Supplies,25.92
15-08-2017,JC-15775,South,Technology,705.544
26-09-2016,PF-19165,East,Technology,50
08-10-2017,BW-11110,Central,Furniture,51.712
24-03-2016,BP-11185,South,Office Supplies,6.992
31-05-2016,TM-21010,West,Furniture,1406.86
31-05-2016,TM-21010,West,Office Supplies,15.75
31-05-2016,TM-21010,West,Office Supplies,323.1
25-12-2016,MB-17305,South,Office Supplies,9.216
25-12-2016,MB-17305,South,Office Supplies,10.368
17-03-2016,HR-14830,East,Technology,15.02
17-03-2016,HR-14830,East,Office Supplies,33.82
21-12-2018,BD-11635,South,Technology,71
01-11-2018,SF-20200,West,Office Supplies,25.12
01-11-2018,SF-20200,West,Furniture,2665.62
07-09-2018,SP-20620,East,Office Supplies,478.08
27-12-2018,DR-12880,East,Technology,164.388
27-12-2018,DR-12880,East,Office Supplies,13.248
16-07-2018,VM-21685,Central,Office Supplies,2.912
12-08-2017,CM-12235,Central,Technology,1399.944
09-07-2018,SM-20320,Central,Furniture,526.45
22-11-2015,RA-19885,South,Office Supplies,16.23
22-11-2015,RA-19885,South,Office Supplies,319.9
22-11-2015,RA-19885,South,Office Supplies,11.36
22-11-2015,RA-19885,South,Office Supplies,675.12
26-01-2015,SD-20485,South,Furniture,62.82
26-01-2015,SD-20485,South,Office Supplies,489.92
26-01-2015,SD-20485,South,Office Supplies,19.44
26-01-2015,SD-20485,South,Office Supplies,16.68
26-01-2015,SD-20485,South,Technology,155.35
26-01-2015,SD-20485,South,Furniture,12.42
26-01-2015,SD-20485,South,Technology,187.98
03-11-2016,CS-12250,Central,Office Supplies,6.608
30-06-2018,RA-19285,East,Office Supplies,248.57
30-06-2018,RA-19285,East,Furniture,22.23
05-05-2017,BF-11005,West,Office Supplies,5.98
05-05-2017,BF-11005,West,Technology,246.168
08-09-2017,SE-20110,Central,Furniture,14.136
08-09-2017,SE-20110,Central,Furniture,601.47
24-11-2018,RS-19765,South,Technology,79.1
24-11-2018,RS-19765,South,Office Supplies,327.84
13-05-2018,BM-11650,Central,Office Supplies,180.96
13-05-2018,BM-11650,Central,Office Supplies,914.97
13-05-2018,BM-11650,Central,Technology,587.97
13-05-2018,BM-11650,Central,Office Supplies,530.34
13-05-2018,BM-11650,Central,Office Supplies,14.94
23-04-2018,SK-19990,East,Office Supplies,121.94
23-04-2018,SK-19990,East,Office Supplies,122.71
04-06-2017,EN-13780,East,Office Supplies,14.94
04-06-2017,EN-13780,East,Technology,1349.85
04-06-2017,EN-13780,East,Furniture,136.784
04-06-2017,EN-13780,East,Furniture,61.12
16-12-2015,KN-16450,South,Office Supplies,1.167
04-03-2017,MG-17890,West,Office Supplies,16.99
25-11-2015,MC-17590,Central,Technology,24.672
25-11-2015,MC-17590,Central,Office Supplies,2.52
25-11-2015,MC-17590,Central,Furniture,1218.735
25-11-2015,MC-17590,Central,Office Supplies,5.904
25-11-2015,MC-17590,Central,Office Supplies,15.696
25-11-2015,MC-17590,Central,Furniture,6.096
28-04-2017,BO-11350,West,Furniture,41.568
26-04-2015,AG-10300,West,Furniture,230.28
26-04-2015,AG-10300,West,Office Supplies,18.288
01-04-2018,MS-17365,West,Office Supplies,5.78
01-04-2018,MS-17365,West,Office Supplies,121.68
22-12-2018,JM-15655,West,Office Supplies,4.17
22-12-2018,JM-15655,West,Technology,67.04
22-12-2018,JM-15655,West,Office Supplies,37.32
22-12-2018,JM-15655,West,Office Supplies,18.45
03-12-2015,MC-17635,Central,Office Supplies,25.92
22-10-2018,TA-21385,East,Technology,11199.968
22-10-2018,TA-21385,East,Technology,2399.6
22-10-2018,TA-21385,East,Office Supplies,63.9
22-10-2018,TA-21385,East,Technology,52.99
13-11-2018,SB-20290,East,Technology,60.864
13-11-2018,SB-20290,East,Technology,652.995
13-11-2018,SB-20290,East,Office Supplies,11.22
10-09-2016,AB-10150,Central,Office Supplies,14.94
15-05-2018,JF-15295,West,Furniture,39.96
15-05-2018,JF-15295,West,Furniture,42.624
15-05-2018,JF-15295,West,Furniture,220.96
05-07-2016,BF-10975,South,Furniture,4.928
05-07-2016,BF-10975,South,Office Supplies,7.23
15-08-2016,TT-21265,West,Office Supplies,323.1
12-06-2018,SB-20170,East,Office Supplies,19.04
12-06-2018,SB-20170,East,Office Supplies,13.128
12-06-2018,SB-20170,East,Office Supplies,64.14
12-06-2018,SB-20170,East,Furniture,858.24
20-02-2016,LM-17065,South,Technology,29.99
29-12-2017,KA-16525,Central,Office Supplies,186.048
17-04-2017,BF-11170,South,Technology,36.792
17-04-2017,BF-11170,South,Furniture,18.624
07-09-2015,TB-21400,Central,Furniture,57.69
07-09-2015,TB-21400,Central,Office Supplies,42.81
07-09-2015,TB-21400,Central,Office Supplies,12.96
07-09-2015,TB-21400,Central,Furniture,821.88
07-09-2015,TB-21400,Central,Technology,104.85
26-09-2017,SH-19975,West,Furniture,424.9575
17-09-2018,AS-10225,West,Office Supplies,10.776
17-09-2018,AS-10225,West,Office Supplies,11.784
17-09-2018,AS-10225,West,Office Supplies,164.88
17-09-2018,AS-10225,West,Furniture,1292.94
17-09-2018,AS-10225,West,Office Supplies,25.584
17-09-2018,AS-10225,West,Office Supplies,261.74
17-09-2018,AS-10225,West,Office Supplies,14.4
16-08-2017,PK-19075,West,Office Supplies,10.86
